,Date,Year,Month,Week_of_Year,Week_of_Month,BU_Name,SalesGrouping,Flow_Name,Flow_Source,Flow_Destination,SP_Name,NWB Export Account,NWB Exp Stockp,Act_Acc_No,Act Export Account,Act Exp Stockp,BU Plan Date,Actual Volume Date,Train Status,T1,SL,FL,T2,Rail_ConsignmentNo,RBCT_ConsignmentNo,Wagon_Type,CNWB_Volume,Act_Volume,RBCT_IngoMass,Block_Load,CNWB_Wagons,Act_Wagons,Source_TAT_SD,THT,TFR Delay subtracted,TLT,Plan Note External,Act Note External,CX_Group,CX_Reason,Cancellation Notes,Actual Notes,FirstOfEntry_ID
15,2019-01-04 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location96,Location54,Location171,Steam - Small Nuts,None Selected,None Selected,nan,None Selected,None Selected,2019-01-05 00:00:00,2019-01-04 00:00:00,Train Ran,2019-01-03 16:00:00,2019-01-03 23:30:00,2019-01-04 05:30:00,2019-01-04 07:00:00,8094008877,nan,None,4234,3917.97,0.0,73,73,74,6,15.0,0.0,6.0,Train 8094008877 planned for 2019/01/05 arrived on 2019/01/03,Train 8094008877 was planned for 2019/01/05 but arrived on 2019/01/03,None,No Cancellation,None,nan,43089
16,2019-01-04 00:00:00,2019,1,1,1,Location54,Domestic Clients,Location54 to Location216 Location31,Location54,Location31,Steam - Small Nuts,None Selected,None Selected,nan,None Selected,None Selected,2018-12-31 00:00:00,2019-01-04 00:00:00,Train Ran,2019-01-04 10:30:00,2019-01-04 10:45:00,2019-01-04 15:20:00,2019-01-04 15:55:00,8094008821,nan,None,2320,2299.03,0.0,40,40,45,6,5.416666666686069,0.0,4.583333333430346,Train 8094008821 planned for 2018/12/31 arrived on 2019/01/04,Train 8094008821 was planned for 2018/12/31 but arrived on 2019/01/04,None,No Cancellation,None,"1) 3/1 12:45 : Empties on hand Location31 waiting for connection to Thabazimbi.
2) 4/1 12:00 : Busy loading.",43078
17,2019-01-04 00:00:00,2019,1,1,1,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,Steam Coal,Location40 - MP LTA,None Selected,99002171.0,Location40 - MP LTA,None Selected,2019-01-04 00:00:00,2019-01-04 00:00:00,Train Ran,2019-01-04 13:16:00,2019-01-04 13:17:00,2019-01-04 17:48:00,2019-01-04 17:52:00,80093998592,Location190RB313 (99002171),None,5800,5933.35,0.0,100,100,100,4,4.599999999976717,0.0,4.516666666720994,nan,nan,None,No Cancellation,None,1) 4/1 09:10 : Empties departed on train 230 at 07:30 from Ermelo.,43060
18,2019-01-04 00:00:00,2019,1,1,1,Location80,Exports,Location80 to Location125 (Location40 MP LTA),Location80,Location125,Steam - Unsized,Location40 - MP LTA,XAR,99002381.0,Location40 - MP LTA,XAR,2019-01-04 00:00:00,2019-01-04 00:00:00,Train Ran,2019-01-04 19:50:00,2019-01-04 20:07:00,2019-01-04 22:57:00,2019-01-04 23:05:00,8094006459,XAR00003 (99002381),None,8400,8389.02,8997.0,100,100,100,4,3.2499999999417923,0.0,2.8333333334885538,nan,nan,None,No Cancellation,None,1) 4/1 12:40 : Empties were supposed to depart on train 444 at 11:00 but in jeopardy of being cancelled due to shortage of empties.,43068
19,2019-01-05 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location95,Location54,Location123,Market Coal - Unsized,None Selected,None Selected,nan,None Selected,None Selected,2019-01-05 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-05 20:30:00,2019-01-05 20:45:00,2019-01-05 21:30:00,2019-01-05 21:40:00,8094008902,nan,None,1920,1961.54,0.0,40,40,40,6,1.1666666668024845,0.0,0.75,nan,nan,None,No Cancellation,None,nan,43088
20,2019-01-05 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location96,Location54,Location171,Steam - Small Nuts,None Selected,None Selected,nan,None Selected,None Selected,NaT,2019-01-05 00:00:00,Extra Train,2019-01-05 06:55:00,2019-01-05 07:35:00,2019-01-05 14:05:00,2019-01-05 15:00:00,8094028633,nan,None,0,3710.23,0.0,73,0,66,6,8.08333333331393,0.0,6.500000000058208,nan,Train was not planned,None,No Cancellation,None,Extra load.,43147
21,2019-01-05 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location97,Location54,Location179,Coking Coal - Semi Soft Unsized,None Selected,None Selected,nan,None Selected,None Selected,2019-01-04 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-05 02:30:00,2019-01-05 03:10:00,2019-01-05 05:00:00,2019-01-05 06:30:00,8094008947,nan,None,4640,4448.13,0.0,75,80,80,6,4.000000000116415,0.0,1.8333333333721384,Train 8094008947 planned for 2019/01/04 arrived on 2019/01/05,Train 8094008947 was planned for 2019/01/04 but arrived on 2019/01/05,None,No Cancellation,None,1) 4/1 12:00 : Empties on hand Bijlkor waiting for connection to Pyramid South.,43085
22,2019-01-05 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location100,Location54,Location179,Steam - Location215 Metallurgical,None Selected,None Selected,nan,None Selected,None Selected,2019-01-03 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-04 16:30:00,2019-01-04 16:45:00,2019-01-05 01:00:00,2019-01-05 02:55:00,8094008938,nan,None,4640,4159.16,0.0,75,80,80,6,10.416666666744277,0.0,8.25,Train 8094008938 planned for 2019/01/03 arrived on 2019/01/04,Train 8094008938 was planned for 2019/01/03 but arrived on 2019/01/04,None,No Cancellation,None,"1) 3/1 12:45 : Empties en route to Pyramid South.
2) 4/1 12:00 : Empties on hand Thabazimbi waiting for connection to Location54.",43084
23,2019-01-05 00:00:00,2019,1,1,1,Location54,Domestic Clients,Location54 to Location216 Location108,Location54,Location108,None Selected,None Selected,None Selected,nan,None Selected,None Selected,2019-01-05 00:00:00,NaT,Train Cancelled,NaT,NaT,NaT,NaT,nan,nan,None,2320,0.0,0.0,40,40,0,6,nan,0.0,nan,Train did not run,nan,Location172,No personnel,Location172 : Slow throughput of sets.,nan,43090
24,2019-01-05 00:00:00,2019,1,1,1,Location54,Domestic Clients,Location54 to Location156 Depot,Location54,Location156,None Selected,None Selected,None Selected,nan,None Selected,None Selected,2019-01-05 00:00:00,NaT,Train Cancelled,NaT,NaT,NaT,NaT,nan,nan,None,2400,0.0,0.0,50,50,0,6,nan,0.0,nan,Train did not run,nan,Location172,No personnel,Location172 : Slow throughput of sets.,nan,43148
25,2019-01-05 00:00:00,2019,1,1,1,Location54,Exports,Location54 to Location125 (Location40 WB LTA),Location54,Location125,Coking Coal - Semi Soft Unsized,Location40 - WB LTA,AMX,99002327.0,Location40 - WB LTA,AMX,2019-01-03 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-05 12:55:00,2019-01-05 13:00:00,2019-01-05 17:20:00,2019-01-05 17:40:00,8094008789,AMX954 (99002327),None,5800,6061.41,6121.0,100,100,100,4,4.749999999941792,0.0,4.333333333313931,Train 8094008789 planned for 2019/01/03 arrived on 2019/01/05,Train 8094008789 was planned for 2019/01/03 but arrived on 2019/01/05,None,No Cancellation,None,"1) 3/1 12:45 : Empties planned to depart on train 8446 - waiting for confirmation on when the crew will be on duty.
2) 4/1 12:00 : Empties on hand Pyramid South.",43053
26,2019-01-05 00:00:00,2019,1,1,1,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,None Selected,Location40 - MP LTA,None Selected,nan,None Selected,None Selected,2019-01-05 00:00:00,NaT,Train Plan Not Approved,NaT,NaT,NaT,NaT,nan,nan,None,0,0.0,0.0,100,0,0,4,nan,0.0,nan,nan,nan,None,No Cancellation,None,Preliminary requested - not approved.,43063
27,2019-01-05 00:00:00,2019,1,1,1,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,Steam Coal,Location40 - MP LTA,None Selected,99002171.0,Location40 - MP LTA,None Selected,2019-01-04 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-05 04:46:00,2019-01-05 05:21:00,2019-01-05 11:28:00,2019-01-05 11:32:00,8093998606,Location190RB314 (99002171),None,5800,5941.75,0.0,100,100,100,4,6.766666666720994,0.0,6.116666666697711,Train 8093998606 planned for 2019/01/04 arrived on 2019/01/05,Train 8093998606 was planned for 2019/01/04 but arrived on 2019/01/05,None,No Cancellation,None,1) 4/1 12:00 : Empties planned to depart on train 276 at 19:00 from Ermelo.,43061
28,2019-01-05 00:00:00,2019,1,1,1,Location80,Exports,Location80 to Location125 (Location40 MP LTA),Location80,Location125,Steam - Unsized,Location40 - MP LTA,XAR,99002381.0,Location40 - MP LTA,XAR,2019-01-05 00:00:00,2019-01-05 00:00:00,Train Ran,2019-01-05 11:55:00,2019-01-05 12:07:00,2019-01-05 15:07:00,2019-01-05 15:15:00,8094006468,XAR00004 (99002381),None,8400,8269.84,8922.0,100,100,100,4,3.3333333331975155,0.0,3.0,nan,nan,None,No Cancellation,None,nan,43069
29,2019-01-06 00:00:00,2019,1,1,1,Location22,Exports,Location65 to Location125 (Location40 MP LTA),Location65,Location125,Steam Coal,Location40 - MP LTA,None Selected,97203316.0,Location40 - MP LTA,None Selected,2019-01-06 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-06 20:26:00,2019-01-06 20:35:00,2019-01-06 23:07:00,2019-01-06 23:10:00,8093944128,DCM0002 (97203316),None,8400,8442.76,0.0,100,100,100,4,2.733333333337214,0.0,2.533333333209157,nan,nan,None,No Cancellation,None,nan,43073
30,2019-01-06 00:00:00,2019,1,1,1,Location47,Exports,Location47 to Location125 (Location205 LTA),Location47,Location125,Steam Coal,Location40 - Location205 LTA,None Selected,99002692.0,Location40 - Location205 LTA,None Selected,2019-01-06 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-06 15:25:00,2019-01-06 15:40:00,2019-01-06 18:45:00,2019-01-06 18:45:00,8094005782,DCM003F (99002692),None,8400,8248.27,0.0,100,100,100,4,3.3333333333721384,0.0,3.083333333255723,nan,nan,None,No Cancellation,None,nan,43075
31,2019-01-06 00:00:00,2019,1,1,1,Location54,Location8,Location54 to Location92,Location54,Location110,Coking Coal - Semi Soft Unsized,None Selected,None Selected,nan,None Selected,None Selected,2019-01-04 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-06 19:00:00,2019-01-06 19:15:00,2019-01-06 20:50:00,2019-01-06 21:10:00,8094029542,nan,None,4350,4129.59,0.0,75,75,75,6,2.166666666744277,0.0,1.5833333332557231,Train 8094029542 planned for 2019/01/04 arrived on 2019/01/06,Train 8094029542 was planned for 2019/01/04 but arrived on 2019/01/06,None,No Cancellation,None,1) 4/1 12:00 : Waiting for empties to become available.,43086
32,2019-01-06 00:00:00,2019,1,1,1,Location54,Domestic Clients,Location54 to Location156 Depot,Location54,Location156,None Selected,None Selected,None Selected,nan,None Selected,None Selected,2019-01-06 00:00:00,NaT,Train Cancelled,NaT,NaT,NaT,NaT,nan,nan,None,2400,0.0,0.0,50,50,0,6,nan,0.0,nan,Train did not run,nan,Location172,No personnel,Location172 : Slow throughput of sets.,nan,43091
33,2019-01-06 00:00:00,2019,1,1,1,Location54,Exports,Location54 to Location125 (Location40 WB LTA),Location54,Location125,Coking Coal - Semi Soft Unsized,Location40 - WB LTA,AMX,99002327.0,Location40 - WB LTA,AMX,2019-01-04 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-06 11:10:00,2019-01-06 11:15:00,2019-01-06 15:00:00,2019-01-06 15:10:00,8094008803,AMX955 (99002327),None,5800,6025.57,0.0,100,100,100,4,3.9999999999417923,0.0,3.75,Train 8094008803 planned for 2019/01/04 arrived on 2019/01/06,Train 8094008803 was planned for 2019/01/04 but arrived on 2019/01/06,None,No Cancellation,None,1) 4/1 12:00 : Empties planned to depart on train 8446 - waiting for confirmation on whne the crew will be on duty.,43054
34,2019-01-06 00:00:00,2019,1,1,1,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,None Selected,Location40 - MP LTA,None Selected,nan,None Selected,None Selected,2019-01-06 00:00:00,NaT,Train Cancelled,NaT,NaT,NaT,NaT,nan,nan,None,5800,0.0,0.0,100,100,0,4,nan,0.0,nan,Train did not run,nan,Location172,Loco in for repair,Location172 : Imbalance of locomotives.,nan,43065
35,2019-01-06 00:00:00,2019,1,1,1,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,Steam Coal,Location40 - MP LTA,None Selected,99002171.0,Location40 - MP LTA,None Selected,2019-01-05 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-05 20:17:00,2019-01-05 20:18:00,2019-01-06 01:14:00,2019-01-06 01:18:00,8094004379,Location190RB315 (99002171),None,5800,5938.2,0.0,100,100,100,4,4.900000000112535,0.11666666666666667,4.933333333348855,nan,nan,None,No Cancellation,None,nan,43062
36,2019-01-06 00:00:00,2019,1,1,1,Location80,Exports,Location80 to Location125 (Location40 MP LTA),Location80,Location125,Steam - Unsized,Location40 - MP LTA,SDM,99002381.0,Location40 - MP LTA,XAR,2019-01-06 00:00:00,2019-01-06 00:00:00,Train Ran,2019-01-06 03:35:00,2019-01-06 03:43:00,2019-01-06 06:55:00,2019-01-06 07:04:00,8094006477,XAR00005 (99002381),None,8400,8387.2,9064.0,100,100,100,4,3.483333333337214,0.0,3.199999999953434,nan,nan,None,No Cancellation,None,nan,43070
37,2019-01-07 00:00:00,2019,1,2,2,Location22,Exports,Location65 to Location125 (Location40 MP LTA),Location65,Location125,Steam Coal,Location40 - MP LTA,None Selected,97203316.0,Location40 - MP LTA,None Selected,2019-01-07 00:00:00,2019-01-07 00:00:00,Train Ran,2019-01-07 11:01:00,2019-01-07 11:10:00,2019-01-07 13:49:00,2019-01-07 13:53:00,8094022562,DCM0003 (97203316),None,8400,8443.94,0.0,100,100,100,4,2.8666666667559184,0.0,2.6499999999068677,nan,nan,None,No Cancellation,None,nan,43124
38,2019-01-07 00:00:00,2019,1,2,2,Location47,Exports,Location47 to Location125 (Location40 MP LTA),Location47,Location125,Steam Coal,None Selected,None Selected,97203135.0,Location40 - MP LTA,None Selected,NaT,2019-01-07 00:00:00,Extra Train,2019-01-07 13:15:00,2019-01-07 13:25:00,2019-01-07 16:10:00,2019-01-07 16:25:00,8094034193,DCM004F (97203135),None,0,8290.14,0.0,100,0,100,4,3.166666666686069,0.0,2.7499999998835847,nan,Train was not planned,None,No Cancellation,None,Extra load.,43149
39,2019-01-07 00:00:00,2019,1,2,2,Location54,Domestic Clients,Location54 to Location156 Depot,Location54,Location156,Coking Coal - Semi Soft Peas & Smal Nuts,None Selected,None Selected,nan,None Selected,None Selected,2019-01-07 00:00:00,2019-01-07 00:00:00,Train Ran,2019-01-05 15:00:00,2019-01-05 15:10:00,2019-01-07 16:50:00,2019-01-07 21:25:00,8094008841,nan,None,2400,2664.4,0.0,50,50,51,6,54.41666666662786,0.0,49.66666666668607,Train 8094008841 planned for 2019/01/07 arrived on 2019/01/05,Train 8094008841 was planned for 2019/01/07 but arrived on 2019/01/05,None,No Cancellation,None,nan,43133
40,2019-01-07 00:00:00,2019,1,2,2,Location54,Exports,Location54 to Location125 (Location40 WB LTA),Location54,Location125,None Selected,Location40 - WB LTA,AMX,nan,None Selected,None Selected,2019-01-07 00:00:00,NaT,Train Cancelled,NaT,NaT,NaT,NaT,nan,nan,None,5800,0.0,0.0,100,100,0,4,nan,0.0,nan,Train did not run,nan,Location172,No personnel,Location172 : Imbalance of crew.,nan,43104
41,2019-01-07 00:00:00,2019,1,2,2,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,Steam Coal,Location40 - MP LTA,None Selected,99002171.0,Location40 - MP LTA,None Selected,2019-01-06 00:00:00,2019-01-07 00:00:00,Train Ran,2019-01-06 22:41:00,2019-01-06 22:46:00,2019-01-07 03:36:00,2019-01-07 03:41:00,8094004388,Location190RB316 (99002171),None,5800,5958.15,0.0,100,100,100,4,4.999999999883585,0.0,4.833333333372138,nan,nan,None,No Cancellation,None,nan,43064
42,2019-01-07 00:00:00,2019,1,2,2,Location74,Exports,Location74 to Location125 (Location40 MP LTA),Location74,Location125,Steam Coal,Location40 - MP LTA,None Selected,99002171.0,Location40 - MP LTA,None Selected,2019-01-07 00:00:00,2019-01-07 00:00:00,Train Ran,2019-01-07 11:57:00,2019-01-07 11:58:00,2019-01-07 16:27:00,2019-01-07 16:37:00,8094018072,Location190RB317 (99002171),None,5800,5936.8,0.0,100,100,100,4,4.666666666686069,0.0,4.483333333279006,nan,nan,None,No Cancellation,None,nan,43110
43,2019-01-07 00:00:00,2019,1,2,2,Location80,Exports,Location80 to Location125 (Location40 MP LTA),Location80,Location125,Steam - Unsized,Location40 - MP LTA,XAR,99002381.0,Location40 - MP LTA,XAR,2019-01-07 00:00:00,2019-01-07 00:00:00,Train Ran,2019-01-07 04:05:00,2019-01-07 04:19:00,2019-01-07 08:50:00,2019-01-07 09:00:00,8094019928,XAR00006 (99002381),None,8400,8345.1,9079.0,100,100,100,4,4.916666666627862,0.0,4.516666666720994,nan,nan,None,No Cancellation,None,nan,43119
44,2019-01-08 00:00:00,2019,1,2,2,Location47,Exports,Location47 to Location125 (Location40 MP LTA),Location47,Location125,Steam Coal,Location40 - MP LTA,None Selected,97203135.0,Location40 - MP LTA,None Selected,2019-01-08 00:00:00,2019-01-08 00:00:00,Train Ran,2019-01-08 06:50:00,2019-01-08 07:00:00,2019-01-08 10:15:00,2019-01-08 10:50:00,8094019811,DCM005F (97203135),None,8400,8284.35,0.0,100,100,100,4,4.000000000116415,0.0,3.2500000001164153,nan,nan,None,No Cancellation,None,nan,43127
45,2019-01-08 00:00:00,2019,1,2,2,Location54,Domestic Clients,Location54 to Location216 Location31,Location54,Location31,Steam - Duff,None Selected,None Selected,nan,None Selected,None Selected,2019-01-07 00:00:00,2019-01-08 00:00:00,Train Ran,2019-01-08 09:30:00,2019-01-08 09:45:00,2019-01-08 14:30:00,2019-01-08 15:00:00,8094029639,nan,None,2320,2425.45,0.0,40,40,45,6,5.499999999941792,0.0,4.749999999941792,Train 8094029639 planned for 2019/01/07 arrived on 2019/01/08,Train 8094029639 was planned for 2019/01/07 but arrived on 2019/01/08,None,No Cancellation,None,1) 8/1 16:45 : Loaded - waiting for info.,43132
